"","Latitude","Longitude","cd1","cd2","cd3","wd1","wd2","wd3"
"2",19.9432,-64.5649,58102.96,22326.06438,2226.17,4.45,26.83,4.23
"3",20.2173,-64.3828,6639.79,573.26,1067.11,1.04,28.69,40.79
"4",20.4521,-64.1968,15246.71,11841.41,991.66,2.57,42.62,3503.27
"5",21.1293,-63.8333,5347.35,0,1420.39,1.15,12.86,4.26
"6",21.473,-63.5899,4090.58,766.52,409.06,0.48,29.63,4.36
"7",21.7367,-63.4227,44914.59,6731.74,33133.71,6.26,47.98,2051.84
"8",22.15,-63.1474,17324.82,64136.84,502.17,1.38,3.52,1.13
"9",22.8418,-62.7592,10467.48,102740.2808,413.19,1.24,33.9,15.84
"10",24.3576,-62.8129,7434.53,0,190.63,1.14,28.59,0.29
"11",24.3576,-62.8129,0,15797.43,704.84,0,8.96,13.59
"12",24.7657,-62.7221,377.59,17251.58,377.59,0.11,5.41,7.93
"13",25.3751,-62.4785,3126.56,3546.62,416.87,0.46,3.99,0.42
"14",25.5607,-62.4387,428395.48,13612.36,119370.62,15.62,837.83,25752.82
"15",26.0914,-61.7168,0,22192.57,351.88,0,4.52,8.45
"16",29.249,-62.9857,4682.38,155566.98,1560.79,0.61,86,105.82
"17",29.7453,-63.2167,3020.74,478350.99,3725.58,0.41,165.27,613.71
"18",30.5477,-63.7064,31985.11,1635.24,4991.9,8.1,778.18,599.95
"19",31.1813,-64.0147,1173.82,1006.3,1814.08,0.45,47.17,101.16
"20",31.535,-64.2677,9953.75,391199.87,2590.7,1.5,135.67,67.49
"21",31.9644,-64.5448,4082.42,2834.42,2776.04,0.65,154.97,1465.26
"22",32.32,-64.4322,6826,51728.14,4818.35,1.2,287.29,307.97
"23",32.079,-64.6316,0,74613.49,3272.47,0,449.15,175.08
"24",31.5865,-62.7727,2757.7,357243,811.09,0.45,209.89,50.94
"25",31.2001,-62.0368,0,14172.09,2134.22,0,109.54,90.92
"26",30.8735,-61.3126,5454.11,0,7032.93,1.18,505.72,701.43
"27",30.073,-58.7081,3346.84,57576.04,5454.11,0.47,187.16,193.5
"28",30.073,-58.7081,619.79,221.59,371.87,0.74,25.54,14.5
"29",29.6835,-56.6993,434.88,647.66,543.6,0.13,33.59,93.72
"30",29.5392,-54.9628,2727.05,0,2999.76,0.88,288.8,103.36
"31",29.2797,-53.6117,31002.3,503.15,1638.33,5.83,79.27,279.4
"32",28.907,-51.8931,2680.58,31770.67,1756.24,0.63,139.67,35.77
"33",28.7729,-51.0777,43126.42,0,4558.08,9.47,341.92,134.99
"34",28.5522,-50.1026,1431.7,30557.56,1636.23,0.78,268.53,205.55
"35",35.6729,-35.0237,3151.26,0,0,0.44,56.72,0
"36",36.2937,-33.3888,1163.54,20444.61,3781.52,0.23,154.54,214.24
"37",-23.4996,-39.2757,13612.36,0,2681.22,1.69,20.01,19.86
"38",-23.729,-37.4867,2142.69,38298.82,0,0.53,23.76,0
"39",-23.8868,-36.6933,1080.87,0,154.41,0.19,61.13,1.85
"40",-24.1104,-33.9573,17251.58,2271.17,1244.96,1.6,126.81,4.62
"41",-23.0308,-30.8532,8264.64,1645.11,0,0.93,104.94,0
"42",-22.297,-29.2472,1051.23,32704.83,1051.23,0.7,22.43,89
"43",-20.8268,-28.2509,1313.45,23981.43,0,0.04,10.95,0
"44",-19.7983,-27.3385,1868.85,62003.48,0,0.31,18.94,0
"45",-18.615,-26.1638,194.67,85587.56,0,0.02,1.95,0
"46",-17.887,-25.086,1816.8,0,0,1.09,0,0
"47",-16.9837,-23.7325,1968.85,434.88,0,0.16,2.26,0
"48",-16.2435,-22.5333,1006.3,709.11,335.43,0.07,3.22,4.51
"49",-13.9923,-20.739,0,6335.44,320.64,0,20.2,43.61
"50",-26.4261,-41.0363,0,20879.57,845.81,0,5.47,1.41
"51",-26.3881,-39.9167,363.39,724.62,1453.55,0.03,29,10.97
"52",-26.1893,-38.7646,503.15,2885.341799,503.15,0.25,11.22,25.84
"53",-26.131,-37.5873,0,70234.88121,540.28,0,31.74,57.16
"54",-25.9968,-36.4999,3400.01,0,485.72,0.31,51.56,40.53
"55",-25.8957,-35.3693,1962.29,4331.36,654.1,0.36,6.87,11.05
"56",-25.801,-34.2127,0,1431.7,0,0,84.96,0
"57",-25.9165,-35.0814,1206.33,0,4423.19,0.44,10.86,50.59
"58",-26.0782,-31.973,0,0,0,0,80.11,0
"59",-26.3129,-31.0914,1022.03,0,817.62,0.04,57.58,122.87
"60",-26.4893,-30.029,2289.34,0,654.1,1.99,78.03,28.29
"61",-26.7957,-29.097,473.98,20349.25,0,0.33,18.84,0
"62",-26.6971,-28.091,137.42,25126.88,549.66,0.12,18.36,115.29
"63",-27.3323,-26.8913,893.57,52575,446.79,0.22,52.72,27.48
"64",-27.8835,-25.8982,1514.11,4995.14,216.3,0.22,32.01,11.03
"65",-28.5773,-24.9763,268.07,4178.738309,804.22,0.03,21.71,143.42
"66",-29.5155,-24.6103,545.08,3126.56,0,0.05,47.69,0
"67",-29.9658,-23.4819,1054.99,0,527.5,0.21,54.33,41.67
"68",-30.6643,-22.6652,0,3126.56,817.62,0,34.07,73.04
"69",-31.2527,-21.7331,3270.48,1080.87,1189.27,0.24,60.56,111.49
"70",-31.8705,-20.748,837.73,19089.38,368.6,0.18,11.03,12.57
"71",-32.5913,-19.948,4769.45,50828.03,4769.45,1.36,271.59,334
"72",-33.4867,-19.0997,8687.22,5382.34,4088.1,0.72,328.63,134.91
"73",-34.0419,-18.1859,817.62,6450,817.62,0.49,292.79,9.81
"74",-34.6048,-17.1887,116236.4,151.33,17847.32,296.54,507.05,139.12
"75",-34.333,-15.9772,11290.95,0,4672.12,2.88,358.47,137.36
"76",-34.065,-14.785,13462.04,0,3167.54,4.91,371.95,38.6
"77",-33.5729,-13.7057,24543.49,80350.71,5360.07,4.23,160.24,26.8
"78",-33.2573,-12.4862,6813.51,20849.33,4996.57,1.14,39.15,334.09
"79",-32.9033,-11.3745,36419.37,0,527.82,7.92,368.94,16.89
"80",-32.607,-10.2,123897.43,74111.72,37759.22,21.24,106.2,118
"81",-32.3348,-9.2109,74613.49,1090.16,15637.56,19.97,329.95,1398.94
"82",-31.6387,-8.0787,49086.98,1045.21,10908.22,11.93,794.46,37.43
"83",-31.9295,-6.989,1855.89,15506.45,8042.17,0.19,31.49,184.97
"84",-32.278,-5.9515,65449.31,8654.04,11453.63,8.48,65.6,289.61
"85",-32.618,-4.8462,0,817.62,3406.75,0,110.58,83.19
"86",-32.835,-3.6837,1635.24,5347.35,8721.29,0.38,20.6,94.63
"87",-33.043,-2.4258,47450.75,0,6544.93,7.53,292.72,19.63
"88",-33.2157,-1.2692,3270.48,837.73,8176.21,0.65,341.44,17.33
"89",-33.4173,0.0825,32704.83,14058.05,24528.63,6.7,566.12,288.37
"90",-33.6215,1.0787,1090.16,0,4905.73,0.22,8.07,25.89
"91",-33.82,2.264,29434.35,9953.75,8721.29,5.01,257.88,63.28
"92",-34.0253,3.4618,1635.24,16036.52263,0,1.64,97.02,0
"93",-34.1586,4.8587,0,13470.24,3066.08,0,157.06,91.83
"94",-34.3584,6.2549,19089.38,88881.78,2727.05,5.32,259.07,35.45
"95",-34.3065,7.1063,0,17998.56,0,0,101.49,0
"96",-34.0162,9.7782,2180.32,62003.48,0,0.87,34.99,0
"97",-33.7817,11.3967,54508.06,0,8919.5,12.78,903.35,125.86
"98",-17.7225,-5.9518,0,0,1923.81,0,8.18,1.92
"99",-19.1813,-5.9712,1923.81,0,480.95,0.96,3.37,2.4
"100",-20.8803,-5.9975,0,50310.92,263.75,0,17.41,44.31
"101",-22.5407,-6.1887,2336.06,10883.01462,1001.17,0.33,81.06,73.09
"102",-23.8528,-6.3298,9386.58,0,0,2.22,16.06,0
"103",-24.3825,-7.267,19798.89,3346.84,2566.52,2.57,107.43,34.83
"104",-24.9143,-8.2032,25126.88,4496.91,1994.2,4.39,108.88,264.83
"105",-25.3823,-9.2272,35430.24,4695.8,10122.92,8.57,41.66,52.56
"106",-25.8243,-10.2767,204626.19,2757.7,30937,34.03,380.97,236.45
"107",-26.2905,-11.288,45604.35,598.26,2605.96,5.54,57.33,17.59
"108",-26.8388,-12.2565,18937.54,46548,3607.15,5.41,101.9,76.95
"109",-27.222,-13.266,5946.33,18937.54,495.53,1.49,77.8,41.62
"110",-27.6412,-14.3013,88575.59,15454.06732,17478.13,16.89,467.76,843.1
"111",-28.032,-15.3368,29236.14,634.91,3964.22,5.45,279.48,229.92
"112",-28.3865,-16.3898,17885.46,6826,4258.44,5.2,150.32,692
"113",-28.832,-17.443,70126.71,0,13207.72,12.26,227.68,120.44
"114",-29.1203,-18.5112,22192.57,59575.71,3504.09,5.26,234.77,145.71
"115",-29.5068,-19.5708,31239.29,99772.24,7713.4,8.41,214.43,40.11
"116",-29.9482,-20.712,21597.53,0,5785.05,5.4,281.92,366
"117",-30.2798,-21.833,51047.23,99204.64,7786.87,9.08,158.33,665.78
"118",-30.5678,-22.9272,138304.02,1163.54,17491.39,21.15,292.88,163.93
"119",-30.896,-24.0645,211384.9,173744.43,43539.97,30.91,273.87,169.51
"120",-31.1353,-25.223,173744.43,206456.97,10549.95,21.43,287.49,60.99
"121",-31.4843,-26.3197,24186.85,2680.58,2366.11,2.63,58.36,31.55
"122",-31.6642,-27.5227,96946.47,0,18396.47,13.72,307.16,101.62
"123",-31.94,-28.6897,47474.76,6023.14,0,8.44,88.14,0
"124",-32.4768,-29.7142,82179.24,0,21274.83,11.14,234.44,163.11
"125",-32.831,-30.8133,23506.6,3713.827632,2725.4,3.75,65.07,209.52
"126",-33.2383,-32.0515,26607.32,4850.14,1940.12,4.43,138.03,185.14
"127",-33.4538,-33.1737,20849.33,3526.16,4496.91,3.03,87.89,150.85
"128",-33.687,-34.342,7432.92,1460.04,323.17,0.97,80.15,17.13
"129",-33.9352,-35.503,545.08,3126.56,272.54,0.27,14.44,60.23
"130",-34.6837,-36.4507,15609.13,750.64,0,2.97,128.59,0
"131",-34.765,-37.5982,7472.88,11051.75,5274.97,1.32,66.82,143.74
"132",-34.6662,-38.8243,38357.52,750.6776,10094.08,4.9,125.72,1090.16
"133",-34.807,-40.0783,90716.98,4897.21,9733.58,10.9,85.66,99.28
"134",-34.8687,-41.3467,85525.19,1855.89,10263.02,10.26,370.84,51.32
"135",-34.8428,-42.5657,3303.52,0,1651.76,0.91,34.38,106.81
"136",-34.9098,-43.8572,4569.06,0,1202.38,0.96,37.75,108.94
"137",-35.082,-45.0112,29360.02,27412.5,3716.46,4.09,47.94,66.15
"138",-34.9393,-46.2998,6813.51,845.81,1362.7,1.02,42.41,82.44
"139",-35.1497,-47.8308,16352.42,555.2543,2920.07,2.34,68.33,224.85
"140",-34.7158,-49.213,4695.8,101533.05,828.67,1.08,61.32,36.19
"141",37.2045,-133.865,15506.45,1962.29,1107.6,2.9,36.88,61.06
"142",37.1755,-133.9495,32472.93,0,14348.5,8.84,297.77,1158.28
"143",38.1515,-137.4531,118621.69,0,14282.21,13.69,88.07,3654.46
"144",38.6913,-141.772,17257.5,20187.79343,2436.35,1.89,35.9,37.76
"145",38.6878,-142.0264,5100.93,14421.28,1660.77,1.87,22.04,224.67
"146",38.641,-142.2665,9619.48,123897.43,928.2,1.96,21.26,14.43
"147",37.8664,-143.8151,16235.81,29318.18182,11597.01,3.71,500.3,361.83
"148",36.6822,-144.8449,82044.72,5557.49,28202.87,31.23,788.09,12882.05
"149",36.5084,-145.0356,20917.25,10467.48,7296.71,6.32,212.72,40.38
"150",32.5488,-146.9627,22362.54,91055.69,7498.03,6.04,454.99,775.32
"151",32.5205,-147.2988,13741.98,92118.59,17177.48,4.12,522.88,1100.73
"152",31.5611,-152.6133,5382.34,36419.37,6028.23,1.46,411,4039.99
"153",29.4539,-153.52,2016.65,25281.4,5377.72,0.81,289.86,494.62
"154",18.8899,-155.6586,0,0,0,0,61.48,82.57
"155",18.9173,-155.7009,418.09,1240.887064,418.09,0.42,1.46,0.42
"156",18.9533,-155.7185,721.67,0,0,0.24,1.92,0
"157",18.1587,-155.9801,3741.2,137693.9,0,2.04,6.12,0
"158",19.2407,-155.1751,156.73,1054.99,156.73,0.31,3.45,3.76
"159",19.6952,-154.3368,221.59,2727.05,1107.94,0.22,10.41,25.26
"160",19.8499,-154.435,617.13,3400.19,411.42,0.41,10.08,20.57
"161",19.9206,-154.6866,1768.14,6798.71,1547.12,1.11,28.75,121.56
"162",19.0713,-155.4457,1590.78,4090.58,1590.78,0.68,11.82,38.86
"163",19.0051,-155.5729,14048.46,47474.76,1983.31,2.5,128.89,31.4
"164",19.3403,-156.087,26247.9,26926.97,1785.57,5.07,26.74,572.1
"165",19.8962,-155.9993,0,0,0,0,1.27,0
"166",19.2901,-156.0478,5713.83,5077.597841,0,2,3.14,0
"167",21.6509,-160.5405,2149.08,6046.119235,5730.88,0.72,66.62,10.75
"168",21.6499,-160.5483,642.81,1308.19,0,1.93,2.05,0
"169",22.0117,-160.8771,719.94,29997.6,959.92,0.6,23.16,20.64
"170",22.0984,-160.9692,3428.3,210.39,1371.32,1.65,130.69,59.1
"171",22.9567,-161.9107,719.94,54395.65,359.97,0.36,49.44,561.8
"172",23.5707,-164.4812,151.33,0,605.31,0.23,38.29,0.83
"173",30.1206,-165.4097,11453.63,15091.79266,2337.48,2.45,94.08,179.05
"174",30.989,-165.4256,4850.14,3971.3,2121.94,1.53,215.22,104.88
"175",32.0113,-165.4,709.11,1924.1667,2994.01,0.1,136.78,378.66
"176",32.2366,-165.914,9360.95,4323.51,2042.39,1.74,206.83,1399.72
"177",33.0283,-167.5915,29563.75,0,2603.1,7.62,770.33,7080.98
"178",33.0118,-167.9233,30557.56,6377.44,3519.72,5.12,202.86,1014.32
"179",33.0136,-168.1356,14317.04,31985.11,5028.01,3.78,88.62,392.27
"180",32.8404,-170.0683,15427.34,0,1371.32,2.19,53.02,3126.72
"181",32.5552,-169.6959,4249.66,24346.6899,1624.87,0.87,170.49,54.12
"182",32.2592,-167.992,12399.01,118621.69,10132.52,2.27,630.68,538.56
"183",32.5498,-165.8103,10496.48,29360.02,4894.06,1.77,232.66,1015.68
"184",32.4721,-166.1064,0,211384.9,5235.94,0,141.25,264.23
"185",33.2827,-164.9998,287.29,1818.04,2528.13,0.11,188.23,241.21
"186",33.7558,-162.7216,7270.35,5100.93,4433.14,1.01,413.35,1389.88
"187",33.7601,-160.4152,21459.82,0,11999.04,5.31,284.52,170.52
"188",34.5145,-157.8488,38094.85,0,5538.02,11.77,556.82,414.85
"189",36.1594,-157.5585,3183.82,15246.71,1790.9,1.39,83.38,496.48
"190",35.6912,-147.6655,54395.65,13779.54,14698.82,16.1,862.43,855.73
"191",35.8771,-132.573,32809.88,0,9561.74,5.81,18.56,64.49
"192",35.7633,-138.5103,164899.09,1044.9067,17386.52,100.41,408.52,356.49
"193",35.7626,-138.7748,59515.24,18313.97,10559.16,17.16,631.2,468
"194",35.8875,-139.3993,38298.82,0,14527.14,9.25,603.35,16468.56
"195",35.9653,-139.8182,32801.28,0,7936.93,8.16,246.99,455.23
"196",36.0408,-140.3313,357243,25474.15,61233,75.66,402.11,559.43
"197",36.083,-140.7946,211557.29,2555.07,44254.33,50.28,548.32,1137.65
"198",35.8409,-140.8203,300585.87,473.98,49024.86,64.78,823.72,4586.12
"199",35.3814,-141.0245,391199.87,29236.14,41887.56,64.52,576.8,965.02
"200",35.0049,-141.4513,101533.05,31239.29,13657.73,31.42,899.24,1811.25
"201",35.9064,-141.7822,155566.98,3543.02,16380.83,45.48,866.86,1627.4
"202",34.679,-142.0756,159155.27,155428.8,16894.65,33.71,568.84,10342.26
"203",25.107,-128.1097,14058.05,13462.04,3834.01,3.07,7.22,32.38
"204",24.2205,-128.353,2491.81,6639.79,766.71,0.35,4.6,0.77
"205",23.5677,-130.3722,4561.04,0,2105.09,0.67,7.3,9.44
"206",24.6048,-146.387,1045.21,1240.887064,209.04,0.22,4.92,23.31
"207",24.5445,-146.4777,1983.31,1968.85,330.55,0.24,2.66,114.26
"208",24.4147,-146.6687,210.39,1241.15444,420.77,0.11,4.73,44.6
"209",24.3578,-146.7665,20725.61,0,0,1.67,4.36,0
"210",23.567,-160.4192,4990.27,0,287.9,1.04,22.17,10.84
"211",29.301,-162.048,55398.79,9920.46,10160.48,11.88,343.78,311.83
"212",29.771,-162.6273,32345.24,719.94,11216.49,7.04,237.24,349.67
"213",30.5422,-163.2292,11958.37,2142.69,1708.34,1.22,172.79,147.16
"214",31.3098,-163.994,137693.9,169710.8,14359.51,23.8,588.64,1192.43
"215",31.6068,-164.2543,25655.84,0,6907.34,6.32,449.59,661.33
"216",32.7388,-165.2378,80350.71,418.09,3928.26,14.43,171.77,1680.94
"217",34.3688,-169.1825,7522.62,22362.54,2089.62,1.53,91.8,56.7
"218",34.3877,-170.019,57576.04,0,10886.23,10.63,274.7,531.13
"219",35.0628,-171.635,33826.4,5454.11,12732.84,5.35,143.53,611.51
"220",35.002,-171.7438,25474.15,60585.69,5713.83,4.07,90.47,469.01
"221",34.9987,-171.8237,23981.43,36847.44,4121.81,3.25,44.22,8302.32
"222",35.0003,-171.9347,27815.96,4249.66,3389.34,4.82,93.58,309.24
"223",34.5922,-172.951,30274.08,7522.62,1382.38,7.88,137.13,155.1
"224",34.5387,-176.3967,18313.97,0,18313.97,2.42,455.18,857.09
"225",34.4852,-176.4423,20444.61,83148.98,13873.13,2.77,398.67,5675.57
"226",34.4678,-176.4583,9799.58,1738.169623,6533.05,3.07,32.67,663.76
"227",34.4452,-176.4782,44996.4,0,937.43,10.22,89.06,15
"228",34.4268,-176.4903,81019.16,9619.48,12306.71,15.79,9278.23,627.64
"229",34.0135,-179.9885,11051.75,289.0749,0,3.16,31.58,0
"230",34.0515,-179.9942,74111.72,32809.88,0,20.12,365.26,0
"231",34.1497,-179.9897,17998.56,232634.45,0,3.28,21.6,0
"232",34.1563,-179.988,5454.11,11477.34,7726.65,0.86,550.41,449.46
"233",34.5053,-179.858,1818.04,102332.95,606.01,0.11,30.54,9.39
"234",35.095,-179.9312,24283.77,70126.71,4285.37,3.09,29.38,38.47
"235",35.3822,-179.893,21628.36,371.65,2068.8,4.7,46.08,51.53
"236",35.4108,-179.8732,15103.69,1590.78,3775.92,2.27,37.51,8.68
"237",36.0995,-179.588,60256.05,0,9651.4,7.83,97.3,107.99
"238",36.4778,-179.353,29997.6,29434.35,4285.37,4.3,27.43,57.85
"239",37.8532,-179.3768,505.81,0,1180.23,0.17,34.21,12.31
"240",39.2955,-179.7523,11477.34,2149.08,2086.79,3.23,4.59,107.99
"241",39.3125,-179.7445,85587.56,19181.16,10698.44,16.99,246.63,60.41
"242",40.3088,-178.9072,16455.83,791.25,4113.96,5.97,80.22,26.74
"243",40.492,-178.7088,13845.05,40744.76,2769.01,2.77,92.3,30.46
"244",25.6292,-158.9848,13405.52,1868.85,439.53,1.98,35.38,10.55
"245",28.0083,-160.3058,232634.45,0,8770.88,31.98,163.15,231.07
"246",26.6528,-160.3025,206456.97,62977.87,8659.78,23.5,77.37,86.46
"247",31.1583,-160.2433,223307.2,1907.78,21973.43,23.95,283.88,280.12
"248",31.151,-160.1013,478350.99,23506.6,65028.35,57.82,1006.35,1875.55
"249",31.1502,-159.979,155428.8,0,10762.89,16.76,282.57,158.33
"250",30.8125,-158.6852,46548,568.0128653,705.27,5.48,216.92,61.69
"251",31.3132,-158.7325,0,20903.84,1079.95,0,5.32,7.89
"252",32.005,-159.0086,234356.25,12176.97,11624.07,36.99,475.87,195.4
"253",32.4983,-159.92,62482.95,0,5592.61,9.08,198.83,113.57
"254",32.5517,-159.9608,25165.27,75112.09,4673.55,5.66,2205.2,3744.39
"255",33.1373,-159.246,34033.64,26247.9,1963.48,2.44,177.54,74.44
"256",33.1848,-159.229,24076.76,28442.22462,4484.89,3,113.44,3448.41
"257",34.2913,-144.3522,102332.95,2491.81,25683.56,26.61,1028.63,5169.62
"258",34.37,-143.7072,82359.48,555.18,27118.37,16.29,4020.29,4608.68
"259",34.6675,-142.0818,43732.77,2336.06,10109.08,11.1,1133.98,979.7
"260",34.9327,-141.896,4331.36,721.67,4097.23,1.87,378.82,877.74
"261",35.007,-141.434,25281.4,16340,11870.71,6.28,1234.62,6174.96
"262",35.3843,-141.0217,12176.97,0,7228.34,2.66,876.02,4954.14
"263",35.841,-140.8242,6341.89,15049.64,19779.61,0.93,1316.23,4521.02
"264",36.074,-140.8297,15049.64,20917.25,8541.69,5.02,1352.16,8788.18
"265",36.0405,-140.3197,19181.16,43224.88,10960.66,12.69,1739.7,1277.21
"266",36.0135,-140.1468,99772.24,4769.45,18899.59,26.65,1708,7013.94
"267",35.9848,-139.9853,64136.84,10496.48,5302.15,6.84,830.07,11642.94
"268",35.9262,-139.7735,20349.25,0,8484.17,3.06,805.56,8079.16
"269",35.6865,-139.2023,0,562.5848734,3380.01,0,336.24,1635.57
"270",34.6502,-142.2878,88881.78,33826.4,25183.17,20.22,1953.03,1812.97
"271",31.5383,-156.8608,6798.71,2689.82,5827.46,0.87,0.29,903.26
"272",32.2027,-156.8332,6957.08,223307.2,5320.12,1.19,162.55,308.57
"273",39.1247,-156.9162,4548.72,27369.63,2894.64,1.98,74.6,6083.67
"274",40.2005,-156.707,13470.24,363.39,2755.28,1.07,109.38,84.92
"275",41.0398,-156.2367,16016.88,0,3313.84,2.71,265.05,38.66
"276",41.3213,-155.7068,95605.29,1022.03,21217.22,11.61,170.66,150.82
"277",41.3388,-155.7317,47068.59,642.81,0,4.4,58.93,0
"278",41.2838,-154.2545,83148.98,11958.37,11116.17,16.01,168.08,280.57
"279",40.5463,-151.5393,4703.68,0,335.98,0.01,38.51,21516.3
"280",40.5133,-150.16,59575.71,0,876.11,3.07,50.64,8.76
"281",40.4037,-148.0525,62003.48,38094.85,1347.9,3.59,40.89,2.25
"282",40.2372,-146.2703,38712.74,7434.53,0,1.74,9.93,0
"283",40.0895,-144.4545,88723.44,156.73,518.85,3.63,22.36,0.52
"284",40.3673,-140.9322,53751.77,0,0,17.02,16.57,0
"285",42.0602,-137.5418,106763.07,0,1447.63,4.7,2.53,25.33
"286",43.6962,-134.5772,27369.63,0,0,0.42,10.11,0
"287",14.5523,160.7231,1632.46,6506.052142,979.48,0.46,3.92,44.31
"288",15.2175,159.9003,0,32595.81,554.59,0,17.19,16.64
"289",15.7937,159.2056,0,4792.95,1438.91,0,0,0.36
"290",16.4507,158.5566,0,5450.81,0,0,3.29,0
"291",17.4912,157.5383,647.66,35430.24,323.83,0.1,13.28,5.51
"292",17.9596,157.078,724.62,6813.51,362.31,0.22,25,163.04
"293",32.8112,156.4986,0,19798.89,0,0,21.62,0
"294",19.4321,156.1433,573.26,4605.93,573.26,0.06,17.57,31.5
"295",19.6586,155.1127,2829.79,51047.23,0,1.23,4.4,0
"296",20.5115,155.1814,5557.49,0,617.5,1.02,30.81,1.23
"297",21.5837,155.3391,555.18,14048.46,0,0.14,7.77,0
"298",22.4588,155.2998,12957.51,1514.11,1245.91,1.92,30.77,17.94
"299",23.4111,155.2311,6315.32,7270.35,1202.92,1.2,9.89,126.01
"300",24.2949,155.0853,3526.16,11290.95,1923.36,0.71,63.05,113.54
"301",25.099,154.157,10862.09,0,391.43,2.03,21.16,28.41
"302",25.7062,153.2397,814.51,43126.42,1221.77,0.29,49.69,328.66
"303",26.3517,152.2958,3400.19,31002.3,1360.08,0.66,131.63,41.89
"304",27.0833,151.3647,4323.51,15103.69,864.7,1.27,44.33,151.61
"305",27.8482,150.2578,36781.1,32345.24,12260.37,7.66,1187.42,936.69
"306",28.5588,149.3047,2689.82,1817.5338,336.23,0.98,61.7,0.37
"307",29.7272,148.0468,62977.87,12957.51,10157.72,13.16,155.17,30.07
"308",33.2582,151.1831,20879.57,3547.73,2982.8,3.71,63.21,16.27
"309",32.0859,153.1712,6919.37,27815.96,553.55,1.69,70.16,11.43
"310",31.2728,155.3199,3546.62,0,2256.94,0.87,32.27,291.4
"311",30.7313,157.7742,2553.92,116236.4,4540.3,0.85,70.52,176.5
"312",30.191,160.4028,8654.04,2803.27,0,1.14,91.24,0
"313",30.4448,163.3177,1832.98,893.57,261.85,0.31,12.31,33.52
"314",30.4993,166.0763,9357.02,16235.81,1417.73,0.96,30.91,57.28
"315",30.077,168.133,24616.74,25165.27,807.11,4.68,50.44,292.17
"316",29.1979,169.8263,3547.73,106763.07,591.29,0.44,53.87,25.72
"317",29.4129,172.0143,6335.44,1173.82,1759.84,0.84,68.92,296.01
"318",28.4783,175.315,31770.67,60256.05,2242.64,6.39,99.5,595.42
"319",30.2817,-176.8333,14421.28,1816.8,759.01,0.87,51.35,31.88
"320",31.1333,-174.3002,13779.54,24186.85,1766.61,0.67,146.45,1837.98
"321",-33.1342,-81.2382,1090.16,0,0,0.33,0,0
"322",-33.1071,-82.387,0,0,0,0,0,0
"323",-33.0195,-83.4213,0,0,0,0,0,0
"324",-32.9105,-84.4851,0,90716.98,0,0,2.73,0
"325",-32.8038,-86.2393,0,0,1226.43,0,1.23,9.4
"326",-32.7309,-86.3835,1486.58,0,371.65,0.74,0,0.74
"327",-32.5685,-87.4243,1168.03,0,0,1.17,0,0
"328",-32.3817,-88.1103,355.49,0,4976.82,0.11,5.69,72.16
"329",-32.2052,-89.4267,791.25,0,395.62,0.12,1.58,1.58
"330",-31.978,-90.4108,1308.19,4331.36,327.05,0.34,7.85,0.65
"331",-31.8065,-91.3445,0,1628.8415,0,0,1.02,0
"332",-31.5774,-92.3432,1226.43,0,408.81,0.41,19.21,11.04
"333",-31.3878,-93.3457,371.65,0,1114.94,1.49,17.1,6.69
"334",-31.1743,-94.3172,766.52,1628.8415,255.51,0.31,8.69,4.6
"335",-30.9504,-95.3477,1645.11,436.843,658.04,0.33,5.59,4.28
"336",-30.5732,-96.2025,1179.83,72986.27,1179.83,0.03,31.9,14.63
"337",-30.2413,-97.0948,8328.02,24528.63,1561.5,2.6,53.59,13.79
"338",-29.8994,-97.9295,11841.41,5946.33,2255.51,3.55,82.61,11.56
"339",-29.5605,-98.8063,2555.07,20315.87473,511.01,2.04,94.82,8.18
"340",-29.3441,-99.7966,24528.63,446.4685254,18169.35,4.6,42.88,33.92
"341",-29.1922,-100.739,7665.2,8264.64,3577.09,2.2,263.48,42.36
"342",-29.0453,-101.7302,244566.94,1051.23,42079.9,20.86,413.61,296.36
"343",-28.8929,-102.5777,50828.03,773.4083,8198.07,8.69,136.09,74.77
"344",-28.7311,-103.5486,8176.21,268.07,2151.63,1.2,73.07,10.16
"345",-28.5805,-104.3963,23413.69,8176.21,4831.4,3.53,139.89,26.76
"346",-28.33,-105.331,8176.21,41807.67,3028.23,1.36,147.47,36.04
"347",-28.1885,-106.3073,2146.25,1168.03,1839.65,0.61,67.76,20.54
